head_size,body_length,ear_size,ear_shape,tail_length,tail_thickness,leg_length,leg_count,claw_sharpness,bite_force,speed_capability,teeth_count,coat_density,whisker_presence,hoof_presence,Animal_Type
28.64801961673443,187.13335214499693,12.910292761899036,1.8255593514851691,84.1066343541482,6.160362127437697,86.84721812547856,4,3.267696254358662,390.1350720747072,84.79307731992238,44.215206872445904,4.792774005429448,0.7326630340334288,9.02809195919616,Horse
29.098644355617363,164.9258471027651,12.32358308120544,5.567012758981155,92.91374456238584,9.126238188436384,84.84565135318616,4,3.57997217103361,324.2559924654935,86.96167336636245,47.66886266628018,7.400791174028302,2.2501477160353565,8.59729916496721,Horse
6.995225612681569,44.54708320235065,7.409991781508959,8.992042349536522,26.956748520590654,1.729384533692747,16.936369321065722,4,8.075763666601956,121.86223270390803,55.263083727430896,28.44232591435913,4.376989572671134,7.982235690923047,0.8436657771338214,Cat
10.463214948336184,56.53844962990661,10.055678699831175,4.483982927604782,24.01841024158724,2.0857970595790185,26.76211432676336,4,5.76590103561547,229.60569501424592,30.29874293901349,41.5185513920219,9.97851461652226,2.0110137978342486,0.7027511387866388,Dog
7.897516117684277,32.23175347326409,7.171665433578543,7.294988144241591,20.973829738881435,2.0787683987005776,15.999370220605869,4,9.67972520836071,185.60203860531993,48.8024481198674,31.923974378143683,4.138185301129285,9.130690024464382,0.18649753956662563,Cat
28.94903451255856,194.29099522927012,13.2455382504551,3.9599646355341083,93.14762561455164,7.564806667802207,99.02678142699249,4,1.8806091202540902,470.09700634573306,79.75923938808408,44.01384944208743,6.632684619133077,2.928851246050224,8.582030111916746,Horse
10.010864730822552,38.71632047011357,6.285492630904274,7.04056076327652,25.956987456444597,2.502347730004261,17.9633268049252,4,8.141970620253014,198.87499094702835,39.94216320448586,27.846641745057973,5.635722809680902,8.930366546699892,0.6927306081544525,Cat
21.671171896290907,206.0585684389162,8.135255825008382,7.138519455873284,101.46471877487903,7.975169685873353,88.37087806623765,4,1.4117729012921798,360.95897574623314,96.44043639154042,40.60736752976756,7.806280475728203,2.509501382824406,8.255870893588483,Horse
13.533023600655268,53.57229205552569,8.803380305091247,2.132539950379543,27.733410674865137,1.155817354285778,21.29306887403268,4,6.509616560039833,216.5391903269118,32.60585277923943,43.2714530528811,8.277114905143982,3.2668625871174815,1.1131521038725671,Dog
26.86150269729749,166.1997480037083,12.47893397756087,5.246120229141472,71.88360152881613,7.766092014555106,86.83396557096926,4,3.943701634399841,224.28429906855206,88.91386115601885,43.47799302129664,6.548668043162753,1.4672989124450222,9.207831686269303,Horse
